question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q00510,Describe the most challenging interpersonal conflict you have had at work.,Soft Skills,Conflict Resolution,Time Management|Adaptability,EXP-FRON-MID,Mid,Expert,5,Create,Behavioral,3,ESCO.753,ONET.932,soft skills|conflict resolution|expert,Low,Low,False,
Q00511,How would you migrate a high-traffic web application using Go while ensuring 99.99% uptime?,Technical,Go,SQL|Docker,EXP-QA E-JUN,Junior,Easy,2,Create,Case Study,7,ESCO.721,ONET.299,technical|go|easy,Medium,Low,False,Age
Q00512,How would you design a realtime data pipeline using E-commerce with a globally distributed team?,Domain Knowledge,E-commerce,SaaS|Fintech,EXP-FRON-JUN,Junior,Medium,3,Understand,Technical,5,ESCO.871,ONET.775,domain knowledge|e-commerce|medium,Low,Low,False,
Q00513,How would you architect a highly secure payment gateway using API Design during a major compliance audit?,System Design,API Design,Microservices|Database Design,EXP-FRON-SEN,Senior,Expert,5,Remember,Situational,6,ESCO.689,ONET.884,system design|api design|expert,High,Low,False,
Q00514,How do you navigate disagreements about technical decisions in code reviews?,Soft Skills,Conflict Resolution,Leadership|Conflict Resolution,EXP-SOFT-SEN,Senior,Easy,2,Remember,Behavioral,14,ESCO.706,ONET.292,soft skills|conflict resolution|easy,Medium,Low,False,
Q00515,How would you migrate a distributed microservices architecture using AWS with a hard deadline of two weeks?,Technical,AWS,Kubernetes|Node.js,EXP-ML E-JUN,Junior,Expert,5,Apply,Situational,15,ESCO.795,ONET.915,technical|aws|expert,Low,Low,False,
Q00516,How would you design an offline-first mobile app backing service using Healthcare while maintaining backward compatibility?,Domain Knowledge,Healthcare,E-commerce|Healthcare,EXP-CLOU-SEN,Senior,Medium,3,Analyze,Case Study,5,ESCO.715,ONET.390,domain knowledge|healthcare|medium,Low,Low,False,
Q00517,How would you refactor a high-traffic web application using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-QA E-MID,Mid,Expert,5,Remember,Situational,5,ESCO.947,ONET.833,domain knowledge|e-commerce|expert,Low,Low,False,
Q00518,How do you set priorities when everything seems urgent?,Soft Skills,Leadership,Adaptability|Time Management,EXP-DEVO-MID,Mid,Expert,5,Create,Behavioral,8,ESCO.875,ONET.500,soft skills|leadership|expert,Low,Low,False,
Q00519,Tell me about a time you had to find a compromise between two strong technical opinions.,Soft Skills,Conflict Resolution,Adaptability|Leadership,EXP-QA E-MID,Mid,Hard,4,Analyze,Behavioral,12,ESCO.240,ONET.552,soft skills|conflict resolution|hard,Low,Low,False,
Q00520,How would you scale a realtime data pipeline using Go under strict memory constraints?,Technical,Go,AWS|JavaScript,EXP-QA E-JUN,Junior,Medium,3,Analyze,Case Study,13,ESCO.961,ONET.272,technical|go|medium,High,Low,False,
Q00521,How would you troubleshoot a legacy monolithic system using E-commerce with zero downtime?,Domain Knowledge,E-commerce,SaaS|E-commerce,EXP-SOFT-MID,Mid,Easy,2,Understand,Case Study,10,ESCO.409,ONET.804,domain knowledge|e-commerce|easy,Low,Low,False,
Q00522,How would you migrate a resource-constrained IoT ecosystem using Healthcare while maintaining backward compatibility?,Domain Knowledge,Healthcare,Fintech|EdTech,EXP-DATA-JUN,Junior,Easy,2,Remember,Case Study,13,ESCO.784,ONET.621,domain knowledge|healthcare|easy,Low,Low,False,
Q00523,How do you protect your focus time when your team constantly needs your attention?,Soft Skills,Time Management,Time Management|Adaptability,EXP-DEVO-JUN,Junior,Medium,3,Remember,Behavioral,4,ESCO.830,ONET.982,soft skills|time management|medium,Medium,Low,False,
Q00524,How would you secure a latency-sensitive trading platform using React under strict memory constraints?,Technical,React,AWS|React,EXP-SOFT-JUN,Junior,Expert,5,Apply,Behavioral,3,ESCO.231,ONET.688,technical|react|expert,Low,Low,False,
Q00525,How would you optimize a resource-constrained IoT ecosystem using Scalability with a globally distributed team?,System Design,Scalability,Security|Database Design,EXP-ML E-MID,Mid,Easy,2,Understand,Situational,3,ESCO.631,ONET.901,system design|scalability|easy,Low,Low,False,
Q00526,Describe a time you had to rally a team after a major setback or failure.,Soft Skills,Leadership,Leadership|Communication,EXP-SOFT-MID,Mid,Medium,3,Understand,Behavioral,6,ESCO.237,ONET.716,soft skills|leadership|medium,Low,Low,False,
Q00527,How would you debug a distributed microservices architecture using E-commerce with a globally distributed team?,Domain Knowledge,E-commerce,SaaS|EdTech,EXP-SOFT-SEN,Senior,Hard,4,Create,Case Study,14,ESCO.246,ONET.648,domain knowledge|e-commerce|hard,Low,Low,False,
Q00528,How have you dealt with a team member who consistently pushed back on your decisions?,Soft Skills,Conflict Resolution,Time Management|Adaptability,EXP-SOFT-JUN,Junior,Medium,3,Remember,Behavioral,4,ESCO.644,ONET.212,soft skills|conflict resolution|medium,Low,Low,False,
Q00529,Describe a cross-team conflict you were involved in. How was it resolved?,Soft Skills,Conflict Resolution,Leadership|Adaptability,EXP-ML E-JUN,Junior,Medium,3,Analyze,Behavioral,15,ESCO.226,ONET.279,soft skills|conflict resolution|medium,Low,Low,False,Age
Q00530,How would you secure a highly secure payment gateway using Security with zero downtime?,System Design,Security,Scalability|Microservices,EXP-SOFT-MID,Mid,Medium,3,Apply,Case Study,5,ESCO.453,ONET.925,system design|security|medium,Medium,Low,False,Culture
Q00531,How would you refactor a highly secure payment gateway using Kubernetes with zero downtime?,Technical,Kubernetes,React|AWS,EXP-DATA-MID,Mid,Expert,5,Evaluate,Situational,3,ESCO.842,ONET.754,technical|kubernetes|expert,High,Low,False,
Q00532,How would you implement a legacy monolithic system using EdTech with limited budget for cloud resources?,Domain Knowledge,EdTech,Healthcare|EdTech,EXP-ML E-MID,Mid,Medium,3,Apply,Behavioral,7,ESCO.516,ONET.889,domain knowledge|edtech|medium,Low,Low,False,
Q00533,How would you secure a legacy monolithic system using JavaScript during a major compliance audit?,Technical,JavaScript,Java|Kubernetes,EXP-FRON-JUN,Junior,Easy,2,Analyze,Technical,10,ESCO.609,ONET.627,technical|javascript|easy,Low,Low,False,
Q00534,How would you implement an offline-first mobile app backing service using SQL while ensuring 99.99% uptime?,Technical,SQL,Kubernetes|Go,EXP-PROD-MID,Mid,Easy,2,Evaluate,Case Study,5,ESCO.790,ONET.882,technical|sql|easy,Low,Low,False,
Q00535,How would you scale a latency-sensitive trading platform using SaaS while maintaining backward compatibility?,Domain Knowledge,SaaS,SaaS|E-commerce,EXP-DEVO-SEN,Senior,Easy,2,Apply,Technical,11,ESCO.971,ONET.884,domain knowledge|saas|easy,Medium,Low,False,
Q00536,How would you design an offline-first mobile app backing service using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,Healthcare|Fintech,EXP-ML E-SEN,Senior,Expert,5,Remember,Situational,3,ESCO.730,ONET.571,domain knowledge|e-commerce|expert,Low,Low,False,
Q00537,How would you scale a highly secure payment gateway using SQL with a globally distributed team?,Technical,SQL,Docker|Node.js,EXP-SOFT-SEN,Senior,Medium,3,Analyze,Behavioral,10,ESCO.107,ONET.259,technical|sql|medium,Medium,Low,False,
Q00538,Describe a time you had to shift from independent to highly collaborative work mid-project.,Soft Skills,Adaptability,Conflict Resolution|Leadership,EXP-ML E-SEN,Senior,Expert,5,Understand,Behavioral,8,ESCO.865,ONET.544,soft skills|adaptability|expert,Low,Low,False,Age
Q00539,How would you optimize an offline-first mobile app backing service using SaaS during a major compliance audit?,Domain Knowledge,SaaS,Healthcare|Fintech,EXP-DATA-SEN,Senior,Medium,3,Analyze,Situational,4,ESCO.531,ONET.600,domain knowledge|saas|medium,Low,Low,False,
Q00540,How would you troubleshoot a high-traffic web application using JavaScript during a major compliance audit?,Technical,JavaScript,Python|React,EXP-DATA-MID,Mid,Hard,4,Evaluate,Behavioral,15,ESCO.800,ONET.342,technical|javascript|hard,Low,Low,False,
Q00541,How would you refactor a highly secure payment gateway using Fintech with limited budget for cloud resources?,Domain Knowledge,Fintech,SaaS|E-commerce,EXP-BACK-MID,Mid,Medium,3,Create,Technical,6,ESCO.387,ONET.885,domain knowledge|fintech|medium,Low,Low,False,
Q00542,Describe a time you had to negotiate between two stakeholders with conflicting priorities.,Soft Skills,Communication,Adaptability|Communication,EXP-PROD-MID,Mid,Easy,2,Understand,Behavioral,3,ESCO.380,ONET.296,soft skills|communication|easy,High,Low,False,
Q00543,How would you architect a highly secure payment gateway using Database Design with limited budget for cloud resources?,System Design,Database Design,Database Design|Scalability,EXP-ML E-MID,Mid,Expert,5,Remember,Case Study,13,ESCO.152,ONET.411,system design|database design|expert,Low,Low,False,
Q00544,How would you architect an offline-first mobile app backing service using Python while maintaining backward compatibility?,Technical,Python,Python|Go,EXP-PROD-JUN,Junior,Hard,4,Analyze,Situational,12,ESCO.203,ONET.541,technical|python|hard,Low,Low,False,Gender
Q00545,How would you implement a realtime data pipeline using Kubernetes with a hard deadline of two weeks?,Technical,Kubernetes,React|Go,EXP-DEVO-SEN,Senior,Hard,4,Create,Situational,6,ESCO.765,ONET.382,technical|kubernetes|hard,Low,Low,False,
Q00546,How would you secure an offline-first mobile app backing service using Fintech with a globally distributed team?,Domain Knowledge,Fintech,Fintech|Healthcare,EXP-DEVO-JUN,Junior,Expert,5,Understand,Technical,3,ESCO.230,ONET.296,domain knowledge|fintech|expert,Low,Low,False,
Q00547,How would you refactor a highly secure payment gateway using Docker with zero downtime?,Technical,Docker,SQL|Kubernetes,EXP-FRON-MID,Mid,Easy,2,Understand,Situational,14,ESCO.232,ONET.396,technical|docker|easy,Low,Low,False,
Q00548,How would you secure a resource-constrained IoT ecosystem using EdTech while maintaining backward compatibility?,Domain Knowledge,EdTech,SaaS|EdTech,EXP-ML E-JUN,Junior,Hard,4,Understand,Technical,3,ESCO.263,ONET.685,domain knowledge|edtech|hard,Low,Low,False,
Q00549,How would you optimize a latency-sensitive trading platform using Security under strict memory constraints?,System Design,Security,Microservices|Database Design,EXP-PROD-MID,Mid,Easy,2,Evaluate,Technical,7,ESCO.140,ONET.754,system design|security|easy,Low,Low,False,Age
Q00550,How would you design a high-traffic web application using Python with a globally distributed team?,Technical,Python,Go|AWS,EXP-DEVO-MID,Mid,Easy,2,Create,Situational,14,ESCO.236,ONET.518,technical|python|easy,Medium,Low,False,
Q00551,How would you refactor an offline-first mobile app backing service using Microservices while maintaining backward compatibility?,System Design,Microservices,Security|Microservices,EXP-QA E-SEN,Senior,Expert,5,Create,Situational,13,ESCO.749,ONET.718,system design|microservices|expert,Low,Low,False,
Q00552,How would you migrate a resource-constrained IoT ecosystem using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-DATA-MID,Mid,Expert,5,Remember,Case Study,5,ESCO.570,ONET.289,domain knowledge|e-commerce|expert,Medium,Low,False,
Q00553,How would you troubleshoot a legacy monolithic system using Database Design while ensuring 99.99% uptime?,System Design,Database Design,Database Design|API Design,EXP-QA E-JUN,Junior,Medium,3,Remember,Technical,4,ESCO.536,ONET.351,system design|database design|medium,Low,Low,False,
Q00554,How would you migrate a high-traffic web application using SQL under strict memory constraints?,Technical,SQL,SQL|Python,EXP-DATA-JUN,Junior,Easy,2,Create,Behavioral,5,ESCO.354,ONET.888,technical|sql|easy,Low,Low,False,
Q00555,How would you debug a legacy monolithic system using Node.js under strict memory constraints?,Technical,Node.js,React|Docker,EXP-CLOU-JUN,Junior,Expert,5,Understand,Situational,8,ESCO.590,ONET.258,technical|node.js|expert,Low,Low,False,
Q00556,How would you refactor a highly secure payment gateway using Microservices with a hard deadline of two weeks?,System Design,Microservices,Security|API Design,EXP-DATA-MID,Mid,Easy,2,Understand,Behavioral,6,ESCO.537,ONET.494,system design|microservices|easy,Low,Low,False,
Q00557,Tell me about the most important hiring decision you made. What was your process?,Soft Skills,Leadership,Conflict Resolution|Adaptability,EXP-SOFT-SEN,Senior,Hard,4,Remember,Behavioral,4,ESCO.144,ONET.719,soft skills|leadership|hard,Low,Low,False,
Q00558,How would you optimize an offline-first mobile app backing service using Scalability while ensuring 99.99% uptime?,System Design,Scalability,Microservices|Scalability,EXP-FRON-JUN,Junior,Hard,4,Apply,Behavioral,15,ESCO.102,ONET.982,system design|scalability|hard,High,Low,False,
Q00559,How would you scale a highly secure payment gateway using Fintech with zero downtime?,Domain Knowledge,Fintech,Fintech|SaaS,EXP-QA E-SEN,Senior,Hard,4,Understand,Behavioral,8,ESCO.230,ONET.286,domain knowledge|fintech|hard,Medium,Low,False,
Q00560,How would you troubleshoot a distributed microservices architecture using Database Design with a hard deadline of two weeks?,System Design,Database Design,Database Design|API Design,EXP-ML E-MID,Mid,Expert,5,Evaluate,Case Study,11,ESCO.649,ONET.941,system design|database design|expert,Low,Low,False,
Q00561,How have you developed the next generation of leaders on your team?,Soft Skills,Leadership,Conflict Resolution|Time Management,EXP-DATA-MID,Mid,Easy,2,Remember,Behavioral,8,ESCO.969,ONET.969,soft skills|leadership|easy,Medium,Low,False,
Q00562,Tell me about a technical presentation that did not land well. What happened?,Soft Skills,Communication,Leadership|Communication,EXP-DATA-JUN,Junior,Medium,3,Analyze,Behavioral,14,ESCO.534,ONET.480,soft skills|communication|medium,Low,Low,False,
Q00563,Tell me about a time you received aggressive or unfair criticism. How did you respond?,Soft Skills,Conflict Resolution,Communication|Leadership,EXP-PROD-MID,Mid,Easy,2,Remember,Behavioral,5,ESCO.883,ONET.286,soft skills|conflict resolution|easy,Low,Low,False,
Q00564,How would you scale a latency-sensitive trading platform using Java while maintaining backward compatibility?,Technical,Java,JavaScript|React,EXP-SOFT-MID,Mid,Easy,2,Evaluate,Technical,11,ESCO.264,ONET.111,technical|java|easy,Low,Low,False,
Q00565,How do you handle situations where a vendor or external partner is creating friction?,Soft Skills,Conflict Resolution,Leadership|Time Management,EXP-DATA-MID,Mid,Medium,3,Analyze,Behavioral,6,ESCO.501,ONET.288,soft skills|conflict resolution|medium,Medium,Low,False,Culture
Q00566,How would you architect a high-traffic web application using SaaS with limited budget for cloud resources?,Domain Knowledge,SaaS,E-commerce|Fintech,EXP-CLOU-MID,Mid,Hard,4,Create,Case Study,6,ESCO.376,ONET.211,domain knowledge|saas|hard,Low,Low,False,
Q00567,How would you migrate a high-traffic web application using JavaScript with zero downtime?,Technical,JavaScript,Node.js|Python,EXP-CLOU-JUN,Junior,Hard,4,Understand,Technical,13,ESCO.133,ONET.346,technical|javascript|hard,Low,Low,False,Culture
Q00568,How would you implement an offline-first mobile app backing service using Java during a major compliance audit?,Technical,Java,Python|Go,EXP-CLOU-JUN,Junior,Hard,4,Analyze,Technical,8,ESCO.869,ONET.500,technical|java|hard,Medium,Low,False,Culture
