calibration_id,question_id,answer_quality,answer_text,score,score_rationale,key_indicators,key_points,missing_elements,rubric_id,domain,primary_skill
CAL000320,Q00107,Average,"I can secure it basically using Microservices, but I might struggle with while ensuring 99.99% uptime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Microservices
CAL000321,Q00107,Strong,"I have deep expertise with Microservices. I would secure an offline-first mobile app backing service by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Microservices
CAL000322,Q00108,Poor,I do not know how to architect a realtime data pipeline using Python.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,Python
CAL000323,Q00108,Average,"I can architect it basically using Python, but I might struggle with during a major compliance audit.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Python
CAL000324,Q00108,Strong,"I have deep expertise with Python. I would architect a realtime data pipeline by implementing X and Y, easily handling during a major compliance audit through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Python
CAL000325,Q00109,Poor,I do not know how to debug a high-traffic web application using Security.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Security
CAL000326,Q00109,Average,"I can debug it basically using Security, but I might struggle with with zero downtime.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Security
CAL000327,Q00109,Strong,"I have deep expertise with Security. I would debug a high-traffic web application by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Security
CAL000328,Q00110,Poor,I do not know how to architect a highly secure payment gateway using AWS.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,AWS
CAL000329,Q00110,Average,"I can architect it basically using AWS, but I might struggle with while ensuring 99.99% uptime.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,AWS
CAL000330,Q00110,Strong,"I have deep expertise with AWS. I would architect a highly secure payment gateway by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,AWS
CAL000331,Q00111,Poor,I do not know how to secure an offline-first mobile app backing service using Fintech.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Fintech
CAL000332,Q00111,Average,"I can secure it basically using Fintech, but I might struggle with with a globally distributed team.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Fintech
CAL000333,Q00111,Strong,"I have deep expertise with Fintech. I would secure an offline-first mobile app backing service by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Fintech
CAL000334,Q00112,Poor,I do not know how to architect a resource-constrained IoT ecosystem using E-commerce.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,E-commerce
CAL000335,Q00112,Average,"I can architect it basically using E-commerce, but I might struggle with with a globally distributed team.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,E-commerce
CAL000336,Q00112,Strong,"I have deep expertise with E-commerce. I would architect a resource-constrained IoT ecosystem by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,E-commerce
CAL000337,Q00113,Poor,I do not know how to debug a resource-constrained IoT ecosystem using AWS.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,AWS
CAL000338,Q00113,Average,"I can debug it basically using AWS, but I might struggle with with limited budget for cloud resources.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,AWS
CAL000339,Q00113,Strong,"I have deep expertise with AWS. I would debug a resource-constrained IoT ecosystem by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,AWS
CAL000340,Q00114,Poor,I do not know how to scale a legacy monolithic system using Database Design.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Database Design
CAL000341,Q00114,Average,"I can scale it basically using Database Design, but I might struggle with while ensuring 99.99% uptime.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Database Design
CAL000342,Q00114,Strong,"I have deep expertise with Database Design. I would scale a legacy monolithic system by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Database Design
CAL000343,Q00115,Poor,I do not know how to design a realtime data pipeline using SaaS.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,SaaS
CAL000344,Q00115,Average,"I can design it basically using SaaS, but I might struggle with during a major compliance audit.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,SaaS
CAL000345,Q00115,Strong,"I have deep expertise with SaaS. I would design a realtime data pipeline by implementing X and Y, easily handling during a major compliance audit through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,SaaS
CAL000346,Q00116,Poor,I do not know how to scale a realtime data pipeline using E-commerce.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,E-commerce
CAL000347,Q00116,Average,"I can scale it basically using E-commerce, but I might struggle with with zero downtime.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,E-commerce
CAL000348,Q00116,Strong,"I have deep expertise with E-commerce. I would scale a realtime data pipeline by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,E-commerce
CAL000349,Q00117,Poor,I do not know how to migrate a highly secure payment gateway using Database Design.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Database Design
