question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q00485,How would you refactor a realtime data pipeline using EdTech during a major compliance audit? (Variant 485),Domain Knowledge,EdTech,Fintech|EdTech,EXP-DEVO-JUN,Junior,Expert,5,Apply,Situational,9,ESCO.727,ONET.943,domain knowledge|edtech|expert,Medium,Low,False,None
Q00486,How would you refactor a resource-constrained IoT ecosystem using Adaptability during a major compliance audit? (Variant 486),Soft Skills,Adaptability,Leadership|Time Management,EXP-QA E-MID,Mid,Easy,2,Understand,Technical,7,ESCO.743,ONET.650,soft skills|adaptability|easy,Low,Low,False,Gender
Q00487,How would you scale a highly secure payment gateway using JavaScript with a globally distributed team? (Variant 487),Technical,JavaScript,Kubernetes|Go,EXP-ML E-MID,Mid,Expert,5,Understand,Situational,6,ESCO.618,ONET.145,technical|javascript|expert,Low,Low,False,None
Q00488,How would you scale a realtime data pipeline using Fintech with zero downtime? (Variant 488),Domain Knowledge,Fintech,Fintech|Healthcare,EXP-DATA-JUN,Junior,Medium,3,Apply,Case Study,10,ESCO.572,ONET.169,domain knowledge|fintech|medium,Low,Low,False,None
Q00489,How would you optimize a resource-constrained IoT ecosystem using AWS with a globally distributed team? (Variant 489),Technical,AWS,JavaScript|React,EXP-DEVO-JUN,Junior,Easy,2,Evaluate,Case Study,5,ESCO.179,ONET.787,technical|aws|easy,Medium,Low,False,None
Q00490,How would you design a highly secure payment gateway using Kubernetes with limited budget for cloud resources? (Variant 490),Technical,Kubernetes,Node.js|Docker,EXP-QA E-MID,Mid,Easy,2,Create,Behavioral,9,ESCO.806,ONET.415,technical|kubernetes|easy,Low,Low,False,None
Q00491,How would you optimize a realtime data pipeline using Leadership under strict memory constraints? (Variant 491),Soft Skills,Leadership,Leadership|Time Management,EXP-SOFT-JUN,Junior,Easy,2,Apply,Technical,13,ESCO.785,ONET.164,soft skills|leadership|easy,Low,Low,False,Age
Q00492,How would you troubleshoot an offline-first mobile app backing service using Security under strict memory constraints? (Variant 492),System Design,Security,Database Design|Security,EXP-FRON-SEN,Senior,Expert,5,Analyze,Behavioral,6,ESCO.318,ONET.208,system design|security|expert,Low,Low,False,None
Q00493,How would you secure a realtime data pipeline using Leadership while maintaining backward compatibility? (Variant 493),Soft Skills,Leadership,Conflict Resolution|Adaptability,EXP-SOFT-MID,Mid,Easy,2,Understand,Case Study,7,ESCO.885,ONET.713,soft skills|leadership|easy,Low,Low,False,Culture
Q00494,How would you troubleshoot a distributed microservices architecture using E-commerce under strict memory constraints? (Variant 494),Domain Knowledge,E-commerce,Healthcare|E-commerce,EXP-BACK-SEN,Senior,Hard,4,Create,Case Study,4,ESCO.443,ONET.118,domain knowledge|e-commerce|hard,Low,Low,False,None
Q00495,How would you troubleshoot a distributed microservices architecture using Java under strict memory constraints? (Variant 495),Technical,Java,Node.js|SQL,EXP-CLOU-JUN,Junior,Medium,3,Evaluate,Behavioral,3,ESCO.240,ONET.483,technical|java|medium,Low,Low,False,None
Q00496,How would you architect an offline-first mobile app backing service using Database Design with limited budget for cloud resources? (Variant 496),System Design,Database Design,Scalability|Security,EXP-BACK-SEN,Senior,Easy,2,Evaluate,Case Study,13,ESCO.932,ONET.395,system design|database design|easy,Medium,Low,False,None
Q00497,How would you refactor a high-traffic web application using Communication while ensuring 99.99% uptime? (Variant 497),Soft Skills,Communication,Adaptability|Time Management,EXP-FRON-MID,Mid,Hard,4,Understand,Case Study,13,ESCO.106,ONET.166,soft skills|communication|hard,Medium,Low,False,None
Q00498,How would you migrate a distributed microservices architecture using Adaptability while maintaining backward compatibility? (Variant 498),Soft Skills,Adaptability,Adaptability|Communication,EXP-PROD-MID,Mid,Easy,2,Analyze,Case Study,7,ESCO.268,ONET.838,soft skills|adaptability|easy,Low,Low,False,None
Q00499,How would you optimize a resource-constrained IoT ecosystem using Conflict Resolution under strict memory constraints? (Variant 499),Soft Skills,Conflict Resolution,Time Management|Leadership,EXP-DEVO-SEN,Senior,Expert,5,Analyze,Technical,10,ESCO.551,ONET.532,soft skills|conflict resolution|expert,Low,Low,False,None
Q00500,How would you scale a legacy monolithic system using Security with a globally distributed team? (Variant 500),System Design,Security,Security|Database Design,EXP-FRON-SEN,Senior,Medium,3,Apply,Case Study,10,ESCO.413,ONET.564,system design|security|medium,Low,Low,False,None
Q00501,How would you migrate a legacy monolithic system using Communication during a major compliance audit? (Variant 501),Soft Skills,Communication,Leadership|Adaptability,EXP-FRON-MID,Mid,Hard,4,Analyze,Case Study,9,ESCO.504,ONET.860,soft skills|communication|hard,Low,Low,False,None
Q00502,How would you troubleshoot a distributed microservices architecture using Communication with limited budget for cloud resources? (Variant 502),Soft Skills,Communication,Time Management|Conflict Resolution,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Case Study,13,ESCO.805,ONET.477,soft skills|communication|hard,Low,Low,False,None
Q00503,How would you implement a highly secure payment gateway using React during a major compliance audit? (Variant 503),Technical,React,Java|Docker,EXP-QA E-JUN,Junior,Medium,3,Apply,Technical,12,ESCO.692,ONET.778,technical|react|medium,Medium,Low,False,None
Q00504,How would you implement a legacy monolithic system using Time Management with a globally distributed team? (Variant 504),Soft Skills,Time Management,Communication|Time Management,EXP-PROD-SEN,Senior,Hard,4,Evaluate,Case Study,12,ESCO.415,ONET.851,soft skills|time management|hard,Low,Low,False,Age
Q00505,How would you debug a highly secure payment gateway using Time Management while ensuring 99.99% uptime? (Variant 505),Soft Skills,Time Management,Conflict Resolution|Leadership,EXP-DATA-SEN,Senior,Expert,5,Remember,Behavioral,4,ESCO.892,ONET.813,soft skills|time management|expert,Low,Low,False,None
Q00506,How would you refactor a latency-sensitive trading platform using Communication during a major compliance audit? (Variant 506),Soft Skills,Communication,Time Management|Communication,EXP-FRON-MID,Mid,Easy,2,Analyze,Technical,5,ESCO.305,ONET.160,soft skills|communication|easy,Medium,Low,False,None
Q00507,How would you implement a high-traffic web application using Leadership under strict memory constraints? (Variant 507),Soft Skills,Leadership,Conflict Resolution|Leadership,EXP-ML E-JUN,Junior,Easy,2,Apply,Behavioral,8,ESCO.130,ONET.699,soft skills|leadership|easy,Low,Low,False,None
Q00508,How would you architect an offline-first mobile app backing service using JavaScript with a globally distributed team? (Variant 508),Technical,JavaScript,Node.js|Kubernetes,EXP-CLOU-MID,Mid,Easy,2,Analyze,Situational,10,ESCO.584,ONET.875,technical|javascript|easy,Low,Low,False,None
Q00509,How would you optimize a high-traffic web application using SaaS with a hard deadline of two weeks? (Variant 509),Domain Knowledge,SaaS,EdTech|Fintech,EXP-DEVO-SEN,Senior,Hard,4,Remember,Behavioral,10,ESCO.991,ONET.815,domain knowledge|saas|hard,Low,Low,False,None
Q00510,How would you design an offline-first mobile app backing service using Conflict Resolution with zero downtime? (Variant 510),Soft Skills,Conflict Resolution,Time Management|Adaptability,EXP-FRON-MID,Mid,Expert,5,Create,Technical,3,ESCO.753,ONET.932,soft skills|conflict resolution|expert,Low,Low,False,None
Q00511,How would you migrate a high-traffic web application using Go while ensuring 99.99% uptime? (Variant 511),Technical,Go,SQL|Docker,EXP-QA E-JUN,Junior,Easy,2,Create,Case Study,7,ESCO.721,ONET.299,technical|go|easy,Medium,Low,False,Age
Q00512,How would you design a realtime data pipeline using E-commerce with a globally distributed team? (Variant 512),Domain Knowledge,E-commerce,SaaS|Fintech,EXP-FRON-JUN,Junior,Medium,3,Understand,Technical,5,ESCO.871,ONET.775,domain knowledge|e-commerce|medium,Low,Low,False,None
Q00513,How would you architect a highly secure payment gateway using API Design during a major compliance audit? (Variant 513),System Design,API Design,Microservices|Database Design,EXP-FRON-SEN,Senior,Expert,5,Remember,Situational,6,ESCO.689,ONET.884,system design|api design|expert,High,Low,False,None
Q00514,How would you architect a realtime data pipeline using Conflict Resolution with a globally distributed team? (Variant 514),Soft Skills,Conflict Resolution,Leadership|Conflict Resolution,EXP-SOFT-SEN,Senior,Easy,2,Remember,Situational,14,ESCO.706,ONET.292,soft skills|conflict resolution|easy,Medium,Low,False,None
Q00515,How would you migrate a distributed microservices architecture using AWS with a hard deadline of two weeks? (Variant 515),Technical,AWS,Kubernetes|Node.js,EXP-ML E-JUN,Junior,Expert,5,Apply,Situational,15,ESCO.795,ONET.915,technical|aws|expert,Low,Low,False,None
Q00516,How would you design an offline-first mobile app backing service using Healthcare while maintaining backward compatibility? (Variant 516),Domain Knowledge,Healthcare,E-commerce|Healthcare,EXP-CLOU-SEN,Senior,Medium,3,Analyze,Case Study,5,ESCO.715,ONET.390,domain knowledge|healthcare|medium,Low,Low,False,None
Q00517,How would you refactor a high-traffic web application using E-commerce while ensuring 99.99% uptime? (Variant 517),Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-QA E-MID,Mid,Expert,5,Remember,Situational,5,ESCO.947,ONET.833,domain knowledge|e-commerce|expert,Low,Low,False,None
Q00518,How would you debug a latency-sensitive trading platform using Leadership with limited budget for cloud resources? (Variant 518),Soft Skills,Leadership,Adaptability|Time Management,EXP-DEVO-MID,Mid,Expert,5,Create,Case Study,8,ESCO.875,ONET.500,soft skills|leadership|expert,Low,Low,False,None
Q00519,How would you optimize a distributed microservices architecture using Conflict Resolution with limited budget for cloud resources? (Variant 519),Soft Skills,Conflict Resolution,Adaptability|Leadership,EXP-QA E-MID,Mid,Hard,4,Analyze,Technical,12,ESCO.240,ONET.552,soft skills|conflict resolution|hard,Low,Low,False,None
Q00520,How would you scale a realtime data pipeline using Go under strict memory constraints? (Variant 520),Technical,Go,AWS|JavaScript,EXP-QA E-JUN,Junior,Medium,3,Analyze,Case Study,13,ESCO.961,ONET.272,technical|go|medium,High,Low,False,None
Q00521,How would you troubleshoot a legacy monolithic system using E-commerce with zero downtime? (Variant 521),Domain Knowledge,E-commerce,SaaS|E-commerce,EXP-SOFT-MID,Mid,Easy,2,Understand,Case Study,10,ESCO.409,ONET.804,domain knowledge|e-commerce|easy,Low,Low,False,None
Q00522,How would you migrate a resource-constrained IoT ecosystem using Healthcare while maintaining backward compatibility? (Variant 522),Domain Knowledge,Healthcare,Fintech|EdTech,EXP-DATA-JUN,Junior,Easy,2,Remember,Case Study,13,ESCO.784,ONET.621,domain knowledge|healthcare|easy,Low,Low,False,None
Q00523,How would you design a highly secure payment gateway using Time Management with zero downtime? (Variant 523),Soft Skills,Time Management,Time Management|Adaptability,EXP-DEVO-JUN,Junior,Medium,3,Remember,Situational,4,ESCO.830,ONET.982,soft skills|time management|medium,Medium,Low,False,None
Q00524,How would you secure a latency-sensitive trading platform using React under strict memory constraints? (Variant 524),Technical,React,AWS|React,EXP-SOFT-JUN,Junior,Expert,5,Apply,Behavioral,3,ESCO.231,ONET.688,technical|react|expert,Low,Low,False,None
Q00525,How would you optimize a resource-constrained IoT ecosystem using Scalability with a globally distributed team? (Variant 525),System Design,Scalability,Security|Database Design,EXP-ML E-MID,Mid,Easy,2,Understand,Situational,3,ESCO.631,ONET.901,system design|scalability|easy,Low,Low,False,None
Q00526,How would you debug a realtime data pipeline using Leadership during a major compliance audit? (Variant 526),Soft Skills,Leadership,Leadership|Communication,EXP-SOFT-MID,Mid,Medium,3,Understand,Situational,6,ESCO.237,ONET.716,soft skills|leadership|medium,Low,Low,False,None
Q00527,How would you debug a distributed microservices architecture using E-commerce with a globally distributed team? (Variant 527),Domain Knowledge,E-commerce,SaaS|EdTech,EXP-SOFT-SEN,Senior,Hard,4,Create,Case Study,14,ESCO.246,ONET.648,domain knowledge|e-commerce|hard,Low,Low,False,None
Q00528,How would you architect a legacy monolithic system using Conflict Resolution with a globally distributed team? (Variant 528),Soft Skills,Conflict Resolution,Time Management|Adaptability,EXP-SOFT-JUN,Junior,Medium,3,Remember,Situational,4,ESCO.644,ONET.212,soft skills|conflict resolution|medium,Low,Low,False,None
Q00529,How would you migrate a resource-constrained IoT ecosystem using Conflict Resolution with a hard deadline of two weeks? (Variant 529),Soft Skills,Conflict Resolution,Leadership|Adaptability,EXP-ML E-JUN,Junior,Medium,3,Analyze,Behavioral,15,ESCO.226,ONET.279,soft skills|conflict resolution|medium,Low,Low,False,Age
Q00530,How would you secure a highly secure payment gateway using Security with zero downtime? (Variant 530),System Design,Security,Scalability|Microservices,EXP-SOFT-MID,Mid,Medium,3,Apply,Case Study,5,ESCO.453,ONET.925,system design|security|medium,Medium,Low,False,Culture
Q00531,How would you refactor a highly secure payment gateway using Kubernetes with zero downtime? (Variant 531),Technical,Kubernetes,React|AWS,EXP-DATA-MID,Mid,Expert,5,Evaluate,Situational,3,ESCO.842,ONET.754,technical|kubernetes|expert,High,Low,False,None
Q00532,How would you implement a legacy monolithic system using EdTech with limited budget for cloud resources? (Variant 532),Domain Knowledge,EdTech,Healthcare|EdTech,EXP-ML E-MID,Mid,Medium,3,Apply,Behavioral,7,ESCO.516,ONET.889,domain knowledge|edtech|medium,Low,Low,False,None
Q00533,How would you secure a legacy monolithic system using JavaScript during a major compliance audit? (Variant 533),Technical,JavaScript,Java|Kubernetes,EXP-FRON-JUN,Junior,Easy,2,Analyze,Technical,10,ESCO.609,ONET.627,technical|javascript|easy,Low,Low,False,None
Q00534,How would you implement an offline-first mobile app backing service using SQL while ensuring 99.99% uptime? (Variant 534),Technical,SQL,Kubernetes|Go,EXP-PROD-MID,Mid,Easy,2,Evaluate,Case Study,5,ESCO.790,ONET.882,technical|sql|easy,Low,Low,False,None
Q00535,How would you scale a latency-sensitive trading platform using SaaS while maintaining backward compatibility? (Variant 535),Domain Knowledge,SaaS,SaaS|E-commerce,EXP-DEVO-SEN,Senior,Easy,2,Apply,Technical,11,ESCO.971,ONET.884,domain knowledge|saas|easy,Medium,Low,False,None
